Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-01-02,24.3471736907959,24.817058905170082,23.90623813027048,24.805923508061987,212818400
2015-01-05,23.661270141601562,24.195736818722285,23.47420773907181,24.11556673220304,257142000
2015-01-06,23.663501739501953,23.92405371719302,23.30050886726034,23.725855884690617,263188400
2015-01-07,23.995317459106445,24.095529242203433,23.761487699849283,23.872834880634,160423600
2015-01-08,24.917266845703125,24.975167843506746,24.20687143499122,24.324900849481665,237458000
2015-01-09,24.943992614746094,25.2201331108292,24.543142137348912,25.090969990443114,214798000
2015-01-12,24.329355239868164,25.082061453947656,24.229143472265044,25.075380895977165,198603200
2015-01-13,24.545372009277344,25.119923851288746,24.253642948754624,24.814831974168793,268367600
2015-01-14,24.451845169067383,24.605503145769053,24.16234177692346,24.28259695370524,195826400
2015-01-15,23.7882080078125,24.509737153556845,23.752577798886094,24.496376037587304,240056000
2015-01-16,23.603364944458008,23.95744971339257,23.427436269191737,23.834967186617817,314053200
2015-01-20,24.21132469177246,24.266998267057435,23.716943071398276,24.01535261939484,199599600
2015-01-21,24.396160125732422,24.732427280013937,24.111110007626575,24.26254219264238,194303600
2015-01-22,25.03084373474121,25.046432270318064,24.434022845619882,24.554277991079733,215185600
2015-01-23,25.16000747680664,25.331481372372586,24.837099661876888,25.008575256465825,185859200
2015-01-26,25.18672752380371,25.467322845755984,25.119920246496974,25.329251754218838,222460000
2015-01-27,24.30485725402832,25.04865714505575,24.280360743606824,25.035294330902254,382274800
2015-01-28,25.678884506225586,26.304656774129587,25.678884506225586,26.19553532123924,585908400
2015-01-29,26.478355407714844,26.54293696542176,25.734555483627332,25.903803645237765,337745600
2015-01-30,26.090871810913086,26.723322972395344,26.021835404565344,26.367012339234698,334982000
2015-02-02,26.418230056762695,26.538485209317315,25.85036048522611,26.289068625372668,250956400
2015-02-03,26.422685623168945,26.520669984265435,26.191083289537342,26.38928113003517,207662800
2015-02-04,26.62533187866211,26.83689249828683,26.346963983647584,26.389276447377085,280598800
2015-02-05,26.815370559692383,26.88020699336108,26.661104503524506,26.833255119609678,168984800
2015-02-06,26.589569091796875,26.884685740217098,26.482253171585576,26.833263137553026,174826400
2015-02-09,26.766189575195312,26.7930172733409,26.477779880030614,26.50460928390472,155559200
2015-02-10,27.280405044555664,27.30947065641,26.86456040190281,26.86679490610053,248034000
2015-02-11,27.919822692871094,27.92876582622823,27.38771905108365,27.448083069083964,294247200
2015-02-12,28.273069381713867,28.50111502281552,28.07408935106872,28.1836397519824,297898000
2015-02-13,28.41168785095215,28.456401816821888,28.091978048370983,28.456401816821888,217088800
2015-02-17,28.579362869262695,28.814115414050107,28.375910436349848,28.50334709347577,252609600
2015-02-18,28.778343200683594,28.791757047141328,28.494404275321486,28.53464752042288,179566800
2015-02-19,28.717981338500977,28.847654224108258,28.691153641981135,28.724688262630938,149449600
2015-02-20,28.952733993530273,28.952733993530273,28.62855348438829,28.755988454649362,195793600
2015-02-23,29.735240936279297,29.735240936279297,28.98850713302014,29.068993635922478,283896400
2015-02-24,29.549671173095703,29.86938264186229,29.326097959942413,29.72182350243156,276912400
2015-02-25,28.79399299621582,29.42223659898732,28.65090627439126,29.413291759928978,298846800
2015-02-26,29.158416748046875,29.25902400718207,28.306603389802476,28.793991335213864,365150000
2015-02-27,28.720216751098633,29.19195637204718,28.671030370794497,29.06451800177105,248059200
2015-03-02,28.861064910888672,29.12711757708943,28.68444357571901,28.89683744330111,192386800
2015-03-03,28.921436309814453,28.957208849248584,28.637497321673848,28.832008372686243,151265200
2015-03-04,28.738100051879883,28.966145690330134,28.68891708226962,28.863303920067874,126665200
2015-03-05,28.261890411376953,28.785050906184463,28.116567483132123,28.747043869702527,226068400
2015-03-06,28.304365158081055,28.923662136098294,28.22835109318331,28.706795871600054,291368400
2015-03-09,28.425100326538086,28.96838504941082,27.960067598750246,28.608430306914087,354114000
2015-03-10,27.83710289001465,28.442986128726435,27.678366103995987,28.26189236121879,275426400
2015-03-11,27.329591751098633,27.895231762365803,27.300527844629684,27.8907610481892,275756000
2015-03-12,27.823684692382812,27.92429365811465,27.193208322230415,27.345238169927427,193450800
2015-03-13,27.631412506103516,28.03608118050624,27.40560478966841,27.812507968071145,207309200
2015-03-16,27.93547248840332,27.93547248840332,27.47044149828185,27.696249216955437,143497200
2015-03-17,28.402742385864258,28.465342615236214,28.091975743104673,28.147869048719393,204092400
2015-03-18,28.722455978393555,28.876722068219674,28.252952489995387,28.393803024796274,261083600
2015-03-19,28.505584716796875,28.896837840360753,28.483227736596017,28.785051233628216,183238000
2015-03-20,28.147869110107422,28.706800461745296,27.982425402730957,28.673265842885986,274780400
2015-03-23,28.440757751464844,28.583844519274578,28.28649163696764,28.420636974301985,150838800
2015-03-24,28.32449722290039,28.626319080943873,28.295431607056795,28.44522698955496,131369200
2015-03-25,27.58446502685547,28.35355749848494,27.58446502685547,28.290957265813407,206620800
2015-03-26,27.776737213134766,27.919823941792988,27.410077257732027,27.44584979276076,190291600
2015-03-27,27.555402755737305,27.879583282336927,27.479388670333233,27.850519374222753,158184800
2015-03-30,28.252946853637695,28.259653776948035,27.723077737654247,27.734257080323616,188398800
2015-03-31,27.819211959838867,28.27977218308662,27.8035619048468,28.19034256639135,168362400
2015-04-01,27.778976440429688,27.973485782887728,27.521866860599925,27.90641312528743,162485600
2015-04-02,28.0181941986084,28.071851290618618,27.765557089070754,27.953357763970626,128880400
2015-04-06,28.472049713134766,28.507822247696573,27.796859327699778,27.828159442577196,148776000
2015-04-07,28.17245864868164,28.64419651867037,28.165751725779295,28.53688234077663,140049200
2015-04-08,28.08078956604004,28.259648782771876,27.939939084230055,28.13668285805275,149316800
2015-04-09,28.295429229736328,28.29990164982664,27.870641430494988,28.13669243109999,129936000
2015-04-10,28.416156768798828,28.440749960190956,28.00478285047292,28.15904721698096,160752000
2015-04-13,28.360261917114258,28.744809824684598,28.306604823240185,28.70009245262106,145460400
2015-04-14,28.237295150756836,28.458632135732387,28.150101741350465,28.39379570463286,102098400
2015-04-15,28.344619750976562,28.42287005668649,28.172469078414718,28.261898730252668,115881600
2015-04-16,28.20823097229004,28.4161541219565,28.194817125772264,28.23282416139142,113476000
2015-04-17,27.890756607055664,28.2015232175618,27.82592017458435,28.069615848750885,207828000
2015-04-20,28.527938842773438,28.644196151623284,27.984655920179712,28.074085537763946,188217200
2015-04-21,28.37368392944336,28.662091940755744,28.32002511762504,28.639736661091085,129740400
2015-04-22,28.7559871673584,28.811880473724095,28.241769772230978,28.391563423916246,150618000
2015-04-23,28.990741729736328,29.15842166036279,28.6486749441749,28.684447481458207,183083600
2015-04-24,29.127124786376953,29.205376793965346,28.89237217506908,29.17407667322145,178103600
2015-04-27,29.656991958618164,29.764309581057642,29.321632064273636,29.580977867983147,387816800
2015-04-28,29.18971824645996,30.079538682132394,28.96838294814101,30.061655827111,475696000
2015-04-29,28.76045799255371,29.41999828881174,28.6844439188603,29.100290231624236,253544400
2015-04-30,27.980188369750977,28.760458417275565,27.852751704649663,28.760458417275565,332781600
2015-05-01,28.82976531982422,29.09358348682152,28.013724451698632,28.19258199981416,234050400
2015-05-04,28.773868560791016,29.191952741378092,28.675495812417587,28.952727793155788,203953200
2015-05-05,28.125511169433594,28.717978825446583,28.121038749919382,28.65090617855955,197085600
2015-05-06,27.948884963989258,28.337901837047827,27.57998885928444,28.29542238510803,288564000
2015-05-07,28.12175941467285,28.305855165468646,27.843369381486465,28.011749704026023,175763600
2015-05-08,28.651596069335938,28.651596069335938,28.312589876419455,28.440558852005346,222201600
2015-05-11,28.35973358154297,28.63812187431643,28.20482315202927,28.599956082737215,168143200
2015-05-12,28.258708953857422,28.485459888876736,28.02297581655047,28.198091078388448,192640000
2015-05-13,28.290138244628906,28.555056673294885,28.25870738977473,28.321569099483078,138776800
2015-05-14,28.950191497802734,28.950191497802734,28.548325273376797,28.60445205155234,180814000
2015-05-15,28.9097843170166,29.07142972594642,28.784060871339406,28.97713714168852,152832000
2015-05-18,29.22858238220215,29.34757088126234,28.81773394318598,28.82222504476564,203531600
2015-05-19,29.201641082763672,29.38349129151326,29.105101245283976,29.340834393025016,178532800
2015-05-20,29.199386596679688,29.405932673163882,29.037741245395406,29.185916721690287,145819600
2015-05-21,29.49799156188965,29.55187450613996,29.147760988529953,29.20164393278026,158921600
2015-05-22,29.75617218017578,29.852712023152026,29.500234200380945,29.54513836495043,182384000
2015-05-26,29.10060691833496,29.839237137670924,28.988353377158596,29.769640490254574,282790400
2015-05-27,29.643909454345703,29.69330127953488,29.197142616096855,29.262248153461282,183332800
2015-05-28,29.585556030273438,29.623721839948384,29.432892791573646,29.603517015833596,122933200
2015-05-29,29.24878692626953,29.511459842052865,29.16347312559047,29.462068002260434,203538000
2015-06-01,29.307157516479492,29.497989936020822,29.197151221712122,29.248786899372455,128451200
2015-06-02,29.17694664001465,29.33410093789032,29.033262221141637,29.15449455787237,134670400
2015-06-03,29.21286392211914,29.396961395808482,29.163472084090618,29.334099679355198,123934000
2015-06-04,29.0422420501709,29.316141018831917,28.941214528286036,29.091633892106945,153800400
2015-06-05,28.88283920288086,29.116328522723116,28.81773364632694,29.0736716224227,142507200
2015-06-08,28.69200897216797,29.008564815344652,28.474236804227125,28.938964734550975,210699200
2015-06-09,28.6066951751709,28.754870688024273,28.202583410108897,28.44504978400478,224301600
2015-06-10,28.934478759765625,29.037750116705233,28.703234987065564,28.71895041697203,156349200
2015-06-11,28.869367599487305,29.226333071667487,28.844671681088936,29.001825968302864,141563600
